conversations
"[{'content': 'Does the University of Westminster offer a course on AI, Data and Communication MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on AI, Data and Communication MA:\nCourse title: AI, Data and Communication MA.\nCampus: Harrow, North-West London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/computer-science-and-engineering-data-science-and-informatics-media-and-communication-courses/2025-26/september/full-time/ai-data-and-communication-ma\nFor Part-time course:\nUK fees: £1,125.\ninternational fees: £1,985.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/computer-science-and-engineering-data-science-and-informatics-media-and-communication-courses/2025-26/september/part-time-day-evening/ai-data-and-communication-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Accounting BSc Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Accounting BSc Honours:\nCourse title: Accounting BSc Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/accounting-and-finance-courses/2025-26/september/full-time/accounting-bsc-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Specialised Translation MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Specialised Translation MA:\nCourse title: Specialised Translation MA.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/specialised-translation-ma\nFor Part-time course:\nUK fees: £4,850.\ninternational fees: £8,750.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/part-time-day/specialised-translation-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Specialised Translation with Professional Experience MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Specialised Translation with Professional Experience MA:\nCourse title: Specialised Translation with Professional Experience MA.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £17,500.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/specialised-translation-with-professional-experience-ma', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Sport and Exercise Nutrition MSc?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Sport and Exercise Nutrition MSc:\nCourse title: Sport and Exercise Nutrition MSc.\nCampus: Cavendish, Central London.\nFor full-time course:\nUK fees:£10,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/sport-and-exercise-nutrition-msc\nFor Part-time course:\nUK fees: £1,070.\ninternational fees: £1,750.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/sport-and-exercise-nutrition-msc ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Sports Management BA Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Sports Management BA Honours:\nCourse title: Sports Management BA Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/sports-management-ba-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Sustainability Management and Innovation MSc?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Sustainability Management and Innovation MSc:\nCourse title: Sustainability Management and Innovation MSc.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£12,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/sustainability-management-and-innovation-msc', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Sustainable Business Management BA Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Sustainable Business Management BA Honours:\nCourse title: Sustainable Business Management BA Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/sustainable-business-management-ba-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Teaching English to Speakers of Other Languages (TESOL) MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Teaching English to Speakers of Other Languages (TESOL) MA:\nCourse title: Teaching English to Speakers of Other Languages (TESOL) MA.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£10,000.\ninternational fees: £10,000.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/open-distance-learning-full-time/teaching-english-to-speakers-of-other-languages-tesol-ma\nFor Part-time course:\nUK fees: £4,850.\ninternational fees: £8,750.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/part-time-day/teaching-english-to-speakers-of-other-languages-tesol-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Television Production BA Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Television Production BA Honours:\nCourse title: Television Production BA Honours.\nCampus: Harrow, North-West London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/film-and-television-media-and-communication-courses/2025-26/september/full-time/television-production-ba-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Tourism Management MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Tourism Management MA:\nCourse title: Tourism Management MA.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£10,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/tourism-and-events-management-courses/2025-26/september/full-time/tourism-management-ma\nFor Part-time course:\nUK fees: £1,225.\ninternational fees: £1,985.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/tourism-and-events-management-courses/2025-26/september/part-time-day/tourism-management-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Translation and Interpreting MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Translation and Interpreting MA:\nCourse title: Translation and Interpreting MA.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£11,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/translation-and-interpreting-ma\nFor Part-time course:\nUK fees: £5,850.\ninternational fees: £9,750.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/part-time-day/translation-and-interpreting-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Translation and Interpreting with Professional Experience MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Translation and Interpreting with Professional Experience MA:\nCourse title: Translation and Interpreting with Professional Experience MA.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£11,700.\ninternational fees: £19,500.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/translation-and-interpreting-with-professional-experience-ma', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Transport Planning MSc?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Transport Planning MSc:\nCourse title: Transport Planning MSc.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £15,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/transport-and-logistics-courses/2025-26/september/full-time/transport-planning-msc\nFor Part-time course:\nUK fees: £1,125.\ninternational fees: £1,785.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/transport-and-logistics-courses/2025-26/september/part-time-day-release/transport-planning-msc ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Urban Design MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Urban Design MA:\nCourse title: Urban Design MA.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £15,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/urban-design-ma\nFor Part-time course:\nUK fees: £1,125.\ninternational fees: £1,785.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/part-time-day/urban-design-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Urban Design Postgraduate Certificate?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Urban Design Postgraduate Certificate:\nCourse title: Urban Design Postgraduate Certificate.\nCampus: Marylebone, Central London.\n\nFor Part-time course:\nUK fees: £3,375.\ninternational fees: £5,355.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/part-time-day-release/urban-design-postgraduate-certificate ', 'role': 'assistant'}]"
